"","Var1","Freq"
"1473","광주광역시 북구 하서로229번길",3
"1474","광주광역시 북구 하서로241번길",1
"1475","광주광역시 북구 하서로322번길",7
"1476","광주광역시 북구 하서로339번길",7
"1477","광주광역시 북구 하서로423번길",15
"1478","광주광역시 북구 하서로466번길",3
"1479","광주광역시 북구 하서로483번길",5
"1480","광주광역시 북구 하서로523번길",3
"1481","광주광역시 북구 하서로672번길",4
"1482","광주광역시 북구 향토문화로",20
"1483","광주광역시 북구 향토문화로12번길",1
"1484","광주광역시 북구 향토문화로2번길",3
"1485","광주광역시 북구 호동로",88
"1486","광주광역시 북구 호동로15번길",25
"1487","광주광역시 북구 호동로34번길",1
"1488","광주광역시 북구 호동로43번길",26
"1489","광주광역시 북구 호동로63번길",9
"1490","광주광역시 북구 호동로75번길",5
"1491","광주광역시 북구 호동로79번길",6
"1492","광주광역시 북구 황계로",23
"1493","광주광역시 북구 황계로55번길",30
"1494","광주광역시 북구 효산로",5
"1495","광주광역시 북구 효산로20번길",7
"1496","광주광역시 북구 효열로",6
"1497","광주광역시 북구 효열로35번길",3
"1498","광주광역시 북구 효죽로",1
"1499","광주광역시 서구 개산길",4
"1500","광주광역시 서구 경열로",30
"1501","광주광역시 서구 경열로143번길",1
"1502","광주광역시 서구 경열로14번길",2
"1503","광주광역시 서구 경열로26번길",2
"1504","광주광역시 서구 경열로45번길",1
"1505","광주광역시 서구 경열로54번길",2
"1506","광주광역시 서구 경열로66번길",5
"1507","광주광역시 서구 경열로75번길",6
"1508","광주광역시 서구 경열로76번길",5
"1509","광주광역시 서구 계수로",29
"1510","광주광역시 서구 계수로51번길",6
"1511","광주광역시 서구 계수로52번길",2
"1512","광주광역시 서구 계수로59번길",4
"1513","광주광역시 서구 계수로73번길",2
"1514","광주광역시 서구 계수로77번길",3
"1515","광주광역시 서구 광천1길",2
"1516","광주광역시 서구 광천2길",4
"1517","광주광역시 서구 광천시장길",1
"1518","광주광역시 서구 구성로",20
"1519","광주광역시 서구 구성로19번길",1
"1520","광주광역시 서구 구성로49번길",4
"1521","광주광역시 서구 구성로57번길",1
"1522","광주광역시 서구 구성로93번길",5
"1523","광주광역시 서구 군분2로",33
"1524","광주광역시 서구 군분2로15번길",7
"1525","광주광역시 서구 군분2로5번길",20
"1526","광주광역시 서구 군분로",32
"1527","광주광역시 서구 군분로129번길",1
"1528","광주광역시 서구 군분로139번길",9
"1529","광주광역시 서구 군분로147번길",10
"1530","광주광역시 서구 군분로159번길",4
"1531","광주광역시 서구 군분로169번길",5
"1532","광주광역시 서구 군분로179번길",8
"1533","광주광역시 서구 군분로212번길",1
"1534","광주광역시 서구 군분로221번길",1
"1535","광주광역시 서구 군분로222번길",4
"1536","광주광역시 서구 군분로229번길",1
"1537","광주광역시 서구 군분로235번길",2
"1538","광주광역시 서구 군분로245번길",3
"1539","광주광역시 서구 금부로",18
"1540","광주광역시 서구 금부로103번길",3
"1541","광주광역시 서구 금부로85번길",3
"1542","광주광역시 서구 금부로95번길",21
"1543","광주광역시 서구 금부로99번길",6
"1544","광주광역시 서구 금호만호길",1
"1545","광주광역시 서구 금호심곡길",5
"1546","광주광역시 서구 금호운천길",17
"1547","광주광역시 서구 금화로",99
"1548","광주광역시 서구 금화로103번길",16
"1549","광주광역시 서구 금화로115번길",4
"1550","광주광역시 서구 금화로149번길",10
"1551","광주광역시 서구 금화로383번길",10
"1552","광주광역시 서구 금화로393번길",1
"1553","광주광역시 서구 금화로481번길",1
"1554","광주광역시 서구 금화로482번길",2
"1555","광주광역시 서구 금화로492번길",10
"1556","광주광역시 서구 금화로59번길",5
"1557","광주광역시 서구 금화로73번길",43
"1558","광주광역시 서구 금화로85번길",92
"1559","광주광역시 서구 내방로",75
"1560","광주광역시 서구 내방로157번길",2
"1561","광주광역시 서구 내방로161번길",11
"1562","광주광역시 서구 내방로165번길",7
"1563","광주광역시 서구 내방로209번길",6
"1564","광주광역시 서구 내방로211번길",5
"1565","광주광역시 서구 내방로216번길",1
"1566","광주광역시 서구 내방로230번길",2
"1567","광주광역시 서구 내방로240번길",1
"1568","광주광역시 서구 내방로241번길",2
"1569","광주광역시 서구 내방로246번길",8
"1570","광주광역시 서구 내방로251번길",4
"1571","광주광역시 서구 내방로252번길",6
"1572","광주광역시 서구 내방로278번길",1
"1573","광주광역시 서구 내방로306번길",12
"1574","광주광역시 서구 내방로338번길",1
"1575","광주광역시 서구 내방로343번길",3
"1576","광주광역시 서구 내방로350번길",6
"1577","광주광역시 서구 내방로353번길",20
"1578","광주광역시 서구 내방로418번길",4
"1579","광주광역시 서구 내방마을1길",1
"1580","광주광역시 서구 내방마을2길",2
"1581","광주광역시 서구 눌재로",6
"1582","광주광역시 서구 대남대로",10
"1583","광주광역시 서구 대남대로450번길",5
"1584","광주광역시 서구 대남대로461번길",2
"1585","광주광역시 서구 대남대로462번길",3
"1586","광주광역시 서구 대남대로487번길",4
"1587","광주광역시 서구 덕흥1길",1
"1588","광주광역시 서구 독립로",9
"1589","광주광역시 서구 독립로185번길",4
"1590","광주광역시 서구 독립로188번길",2
"1591","광주광역시 서구 독립로190번길",1
"1592","광주광역시 서구 독립로194번길",1
"1593","광주광역시 서구 독립로204번길",3
"1594","광주광역시 서구 동림2지구길",10
"1595","광주광역시 서구 동천로",9
"1596","광주광역시 서구 동천로10번길",22
"1597","광주광역시 서구 동천로18번길",18
"1598","광주광역시 서구 동하길",2
"1599","광주광역시 서구 마륵로",29
"1600","광주광역시 서구 마륵벽진길",2
"1601","광주광역시 서구 마륵복개로",37
"1602","광주광역시 서구 마륵복개로150번길",5
"1603","광주광역시 서구 마재로",13
"1604","광주광역시 서구 매월1로",9
"1605","광주광역시 서구 매월1로49번길",3
"1606","광주광역시 서구 매월1로57번길",1
"1607","광주광역시 서구 매월1로62번길",3
"1608","광주광역시 서구 매월2로",18
"1609","광주광역시 서구 매월2로15번길",16
"1610","광주광역시 서구 매월4로",1
"1611","광주광역시 서구 무진대로",119
"1612","광주광역시 서구 무진대로903번길",2
"1613","광주광역시 서구 무진대로963번길",2
"1614","광주광역시 서구 무진대로971번길",2
"1615","광주광역시 서구 발산로",10
"1616","광주광역시 서구 발산로25번길",1
"1617","광주광역시 서구 발산로45번길",1
"1618","광주광역시 서구 백석길",2
"1619","광주광역시 서구 북촌길",2
"1620","광주광역시 서구 사동길",4
"1621","광주광역시 서구 상무공원로",34
"1622","광주광역시 서구 상무누리로",21
"1623","광주광역시 서구 상무대로",140
"1624","광주광역시 서구 상무대로1005번길",14
"1625","광주광역시 서구 상무대로1019번길",1
"1626","광주광역시 서구 상무대로1057번길",3
"1627","광주광역시 서구 상무대로1066번길",1
"1628","광주광역시 서구 상무대로1080번길",4
"1629","광주광역시 서구 상무대로1081번길",29
"1630","광주광역시 서구 상무대로1224번길",3
"1631","광주광역시 서구 상무대로673번길",1
"1632","광주광역시 서구 상무대로695번길",2
"1633","광주광역시 서구 상무대로867번길",27
"1634","광주광역시 서구 상무대로868번길",48
"1635","광주광역시 서구 상무대로876번길",11
"1636","광주광역시 서구 상무대로884번길",10
"1637","광주광역시 서구 상무대로902번길",1
"1638","광주광역시 서구 상무대로911번길",2
"1639","광주광역시 서구 상무대로916번길",11
"1640","광주광역시 서구 상무대로935번길",2
"1641","광주광역시 서구 상무대로955번길",13
"1642","광주광역시 서구 상무대로956번길",2
"1643","광주광역시 서구 상무대로967번길",1
"1644","광주광역시 서구 상무민주로",41
"1645","광주광역시 서구 상무민주로123번길",4
"1646","광주광역시 서구 상무민주로32번길",11
"1647","광주광역시 서구 상무민주로5번길",5
"1648","광주광역시 서구 상무민주로64번길",14
"1649","광주광역시 서구 상무민주로6번길",453
"1650","광주광역시 서구 상무민주로76번길",23
"1651","광주광역시 서구 상무버들로",30
"1652","광주광역시 서구 상무버들로16번길",5
"1653","광주광역시 서구 상무버들로40번길",9
"1654","광주광역시 서구 상무버들로53번길",3
"1655","광주광역시 서구 상무버들로54번길",4
"1656","광주광역시 서구 상무번영로",54
"1657","광주광역시 서구 상무시민로",43
"1658","광주광역시 서구 상무연하로",150
"1659","광주광역시 서구 상무오월로",19
"1660","광주광역시 서구 상무오월로15번길",12
"1661","광주광역시 서구 상무오월로19번길",4
"1662","광주광역시 서구 상무오월로29번길",8
"1663","광주광역시 서구 상무오월로38번길",1
"1664","광주광역시 서구 상무오월로3번길",40
"1665","광주광역시 서구 상무오월로43번길",3
"1666","광주광역시 서구 상무오월로51번길",5
"1667","광주광역시 서구 상무오월로52번길",6
"1668","광주광역시 서구 상무자유로",39
"1669","광주광역시 서구 상무중앙로",123
"1670","광주광역시 서구 상무중앙로104번길",1
"1671","광주광역시 서구 상무중앙로28번길",10
"1672","광주광역시 서구 상무중앙로34번길",7
"1673","광주광역시 서구 상무중앙로38번길",14
"1674","광주광역시 서구 상무중앙로68번길",2
"1675","광주광역시 서구 상무중앙로72번길",12
"1676","광주광역시 서구 상무중앙로78번길",19
"1677","광주광역시 서구 상무평화로",75
"1678","광주광역시 서구 상무화원로",16
"1679","광주광역시 서구 상무화원로11번길",8
"1680","광주광역시 서구 상무화원로12번길",2
"1681","광주광역시 서구 상무화원로17번길",8
"1682","광주광역시 서구 상무화원로18번길",2
"1683","광주광역시 서구 상무화원로23번길",1
"1684","광주광역시 서구 상무화원로24번길",2
"1685","광주광역시 서구 상무화원로31번길",2
"1686","광주광역시 서구 상무화원로32번길",45
"1687","광주광역시 서구 상무화원로3번길",1
"1688","광주광역시 서구 상무화원로4번길",1
"1689","광주광역시 서구 상일로",40
"1690","광주광역시 서구 상일로14번길",2
"1691","광주광역시 서구 상일로24번길",10
"1692","광주광역시 서구 상일로42번길",12
"1693","광주광역시 서구 상일로54번길",12
"1694","광주광역시 서구 상일로64번길",6
"1695","광주광역시 서구 서광주로",13
"1696","광주광역시 서구 송풍로",9
"1697","광주광역시 서구 송풍로17번길",5
"1698","광주광역시 서구 시청로",50
"1699","광주광역시 서구 시청로16번길",5
"1700","광주광역시 서구 시청로20번길",13
"1701","광주광역시 서구 시청로50번길",25
"1702","광주광역시 서구 시청로56번길",15
"1703","광주광역시 서구 시청로60번길",77
"1704","광주광역시 서구 시청로96번길",2
"1705","광주광역시 서구 시청서편로",1
"1706","광주광역시 서구 시청서편로12번길",9
"1707","광주광역시 서구 시청서편로4번길",40
"1708","광주광역시 서구 시청서편로8번길",4
"1709","광주광역시 서구 신촌길",1
"1710","광주광역시 서구 쌍촌로",44
"1711","광주광역시 서구 쌍촌로15번길",9
"1712","광주광역시 서구 쌍촌로20번길",2
"1713","광주광역시 서구 쌍촌로27번길",5
"1714","광주광역시 서구 쌍촌로28번길",3
"1715","광주광역시 서구 쌍촌로36번길",4
"1716","광주광역시 서구 쌍촌로3번길",4
"1717","광주광역시 서구 쌍촌로48번길",1
"1718","광주광역시 서구 쌍촌로4번길",1
"1719","광주광역시 서구 쌍촌로57번길",5
"1720","광주광역시 서구 쌍촌로65번길",6
"1721","광주광역시 서구 쌍학로",33
"1722","광주광역시 서구 쌍학로8번길",5
"1723","광주광역시 서구 양동시장1길",3
"1724","광주광역시 서구 양동시장2길",6
"1725","광주광역시 서구 양동시장3길",8
"1726","광주광역시 서구 연화길",1
"1727","광주광역시 서구 염화로",54
"1728","광주광역시 서구 염화로103번길",1
"1729","광주광역시 서구 염화로104번길",6
"1730","광주광역시 서구 염화로115번길",2
"1731","광주광역시 서구 염화로116번길",2
"1732","광주광역시 서구 염화로134번길",2
"1733","광주광역시 서구 염화로160번길",15
"1734","광주광역시 서구 염화로31번길",8
"1735","광주광역시 서구 염화로40번길",6
"1736","광주광역시 서구 염화로45번길",11
"1737","광주광역시 서구 염화로57번길",7
"1738","광주광역시 서구 염화로65번길",24
"1739","광주광역시 서구 염화로83번길",39
"1740","광주광역시 서구 용두난산길",2
"1741","광주광역시 서구 용두학동길",2
"1742","광주광역시 서구 운천로",148
"1743","광주광역시 서구 운천로100번길",3
"1744","광주광역시 서구 운천로109번길",1
"1745","광주광역시 서구 운천로113번길",8
"1746","광주광역시 서구 운천로114번길",2
"1747","광주광역시 서구 운천로154번길",5
"1748","광주광역시 서구 운천로162번길",2
"1749","광주광역시 서구 운천로16번길",4
"1750","광주광역시 서구 운천로172번길",11
"1751","광주광역시 서구 운천로17번길",47
"1752","광주광역시 서구 운천로184번길",11
"1753","광주광역시 서구 운천로204번길",20
"1754","광주광역시 서구 운천로31번길",19
"1755","광주광역시 서구 운천로32번길",12
"1756","광주광역시 서구 운천로56번길",18
"1757","광주광역시 서구 운천로85번길",2
"1758","광주광역시 서구 운천로91번길",2
"1759","광주광역시 서구 운천로92번길",5
"1760","광주광역시 서구 원마륵1길",2
"1761","광주광역시 서구 월드컵4강로",76
"1762","광주광역시 서구 월드컵4강로104번길",3
"1763","광주광역시 서구 월드컵4강로112번길",8
"1764","광주광역시 서구 월드컵4강로116번길",6
"1765","광주광역시 서구 월드컵4강로128번길",1
"1766","광주광역시 서구 월드컵4강로164번길",1
"1767","광주광역시 서구 월드컵4강로181번길",18
"1768","광주광역시 서구 월드컵4강로182번길",2
"1769","광주광역시 서구 월드컵4강로197번길",5
"1770","광주광역시 서구 월드컵4강로198번길",2
"1771","광주광역시 서구 월드컵4강로210번길",1
"1772","광주광역시 서구 월드컵4강로226번길",9
"1773","광주광역시 서구 월드컵4강로229번길",6
"1774","광주광역시 서구 월드컵4강로28번길",46
"1775","광주광역시 서구 월드컵4강로42번길",19
"1776","광주광역시 서구 월드컵4강로58번길",6
"1777","광주광역시 서구 월드컵4강로68번길",9
"1778","광주광역시 서구 월드컵4강로71번길",14
"1779","광주광역시 서구 월드컵4강로81번길",10
"1780","광주광역시 서구 월드컵4강로82번길",1
"1781","광주광역시 서구 월산로",17
"1782","광주광역시 서구 월산로151번길",7
"1783","광주광역시 서구 월산로165번길",3
"1784","광주광역시 서구 월산로169번길",1
"1785","광주광역시 서구 월산로173번길",1
"1786","광주광역시 서구 월산로180번길",1
"1787","광주광역시 서구 월산로235번길",1
"1788","광주광역시 서구 월산로255번길",2
"1789","광주광역시 서구 월산로267번길",1
"1790","광주광역시 서구 월암길",1
"1791","광주광역시 서구 월암신기길",3
"1792","광주광역시 서구 유덕둑길",1
"1793","광주광역시 서구 유덕로",10
"1794","광주광역시 서구 유덕로27번길",3
"1795","광주광역시 서구 유덕로28번길",2
"1796","광주광역시 서구 유덕로6번길",1
"1797","광주광역시 서구 유덕로8번길",2
"1798","광주광역시 서구 유림로",6
"1799","광주광역시 서구 유림로33번길",3
"1800","광주광역시 서구 유림로50번길",1
"1801","광주광역시 서구 유림로98번길",23
"1802","광주광역시 서구 전평길",8
"1803","광주광역시 서구 죽봉대로",42
"1804","광주광역시 서구 죽봉대로102번길",2
"1805","광주광역시 서구 죽봉대로111번길",7
"1806","광주광역시 서구 죽봉대로112번길",1
"1807","광주광역시 서구 죽봉대로119번길",15
"1808","광주광역시 서구 죽봉대로120번길",4
"1809","광주광역시 서구 죽봉대로147번길",1
"1810","광주광역시 서구 죽봉대로22번길",2
"1811","광주광역시 서구 죽봉대로38번길",1
"1812","광주광역시 서구 죽봉대로66번길",1
"1813","광주광역시 서구 죽봉대로78번길",3
"1814","광주광역시 서구 죽봉대로94번길",8
"1815","광주광역시 서구 죽봉대로97번길",6
"1816","광주광역시 서구 천변우하로",23
"1817","광주광역시 서구 천변좌로",59
"1818","광주광역시 서구 천변좌로108번길",2
"1819","광주광역시 서구 천변좌로118번길",1
"1820","광주광역시 서구 천변좌로208번길",2
"1821","광주광역시 서구 천변좌로246번길",13
"1822","광주광역시 서구 천변좌로254번길",1
"1823","광주광역시 서구 천변좌로262번길",3
"1824","광주광역시 서구 천변좌로298번길",1
"1825","광주광역시 서구 천변좌로306번길",1
"1826","광주광역시 서구 천변좌로316번길",1
"1827","광주광역시 서구 천변좌하로",11
"1828","광주광역시 서구 천변좌하로626번길",1
"1829","광주광역시 서구 천변좌하로660번길",1
"1830","광주광역시 서구 치평로",118
"1831","광주광역시 서구 칠성로",6
"1832","광주광역시 서구 칠성로35번길",1
"1833","광주광역시 서구 칠성로4번길",4
"1834","광주광역시 서구 칠성로52번길",4
"1835","광주광역시 서구 풍금로",66
"1836","광주광역시 서구 풍금로11번길",9
"1837","광주광역시 서구 풍금로12번길",8
"1838","광주광역시 서구 풍금로151번길",19
"1839","광주광역시 서구 풍금로171번길",13
"1840","광주광역시 서구 풍금로177번길",2
"1841","광주광역시 서구 풍금로23번길",7
"1842","광주광역시 서구 풍금로24번길",6
"1843","광주광역시 서구 풍금로27번길",15
"1844","광주광역시 서구 풍금로37번길",6
"1845","광주광역시 서구 풍금로38번길",38
"1846","광주광역시 서구 풍금로3번길",8
"1847","광주광역시 서구 풍금로4번길",10
"1848","광주광역시 서구 풍서우로",10
"1849","광주광역시 서구 풍서좌로",5
"1850","광주광역시 서구 풍서좌로253번길",1
"1851","광주광역시 서구 풍암1로",14
"1852","광주광역시 서구 풍암1로21번길",43
"1853","광주광역시 서구 풍암1로7번길",1
"1854","광주광역시 서구 풍암2로",55
"1855","광주광역시 서구 풍암2로53번길",26
"1856","광주광역시 서구 풍암2로57번길",28
"1857","광주광역시 서구 풍암순환로",88
"1858","광주광역시 서구 풍암순환로109번길",15
"1859","광주광역시 서구 풍암순환로128번길",18
"1860","광주광역시 서구 풍암순환로188번길",15
"1861","광주광역시 서구 풍암신암로",6
"1862","광주광역시 서구 풍암신흥로",45
"1863","광주광역시 서구 풍암신흥로11번길",11
"1864","광주광역시 서구 풍암신흥로39번길",3
"1865","광주광역시 서구 풍암신흥로49번길",1
"1866","광주광역시 서구 풍암신흥로61번길",3
"1867","광주광역시 서구 풍암신흥로62번길",4
"1868","광주광역시 서구 풍암신흥로80번길",11
"1869","광주광역시 서구 풍암신흥로90번길",3
"1870","광주광역시 서구 풍암신흥안길",3
"1871","광주광역시 서구 풍암운리로",5
"1872","광주광역시 서구 풍암운리로11번길",2
"1873","광주광역시 서구 풍암운리로23번길",3
"1874","광주광역시 서구 풍암운리로33번길",2
"1875","광주광역시 서구 풍암운리로41번길",5
"1876","광주광역시 서구 풍암중앙로",32
"1877","광주광역시 서구 풍암중앙로82번길",1
"1878","광주광역시 서구 풍암중앙로86번길",4
"1879","광주광역시 서구 풍암중앙로91번길",1
"1880","광주광역시 서구 하남대로",28
"1881","광주광역시 서구 하남대로680번길",14
"1882","광주광역시 서구 하남대로710번길",2
"1883","광주광역시 서구 하남대로734번길",4
"1884","광주광역시 서구 학생독립로",3
"1885","광주광역시 서구 학생독립로10번길",1
"1886","광주광역시 서구 화개1로",37
"1887","광주광역시 서구 화개1로1번길",1
"1888","광주광역시 서구 화개1로24번길",12
"1889","광주광역시 서구 화개1로78번길",11
"1890","광주광역시 서구 화개1로79번길",12
"1891","광주광역시 서구 화개2로",3
"1892","광주광역시 서구 화개2로10번길",1
"1893","광주광역시 서구 화개2로20번길",8
"1894","광주광역시 서구 화개2로9번길",5
"1895","광주광역시 서구 화개중앙로",55
"1896","광주광역시 서구 화개중앙로114번길",3
"1897","광주광역시 서구 화개중앙로16번길",1
"1898","광주광역시 서구 화개중앙로3번길",3
"1899","광주광역시 서구 화개중앙로4번길",6
"1900","광주광역시 서구 화개중앙로86번길",2
"1901","광주광역시 서구 화개중앙로87번길",7
"1902","광주광역시 서구 화운로",88
"1903","광주광역시 서구 화운로100번길",4
"1904","광주광역시 서구 화운로110번길",1
"1905","광주광역시 서구 화운로125번길",3
"1906","광주광역시 서구 화운로126번길",2
"1907","광주광역시 서구 화운로142번길",1
"1908","광주광역시 서구 화운로155번길",2
"1909","광주광역시 서구 화운로156번길",26
"1910","광주광역시 서구 화운로175번길",10
"1911","광주광역시 서구 화운로176번길",1
"1912","광주광역시 서구 화운로193번길",5
"1913","광주광역시 서구 화운로194번길",3
"1914","광주광역시 서구 화운로199번길",3
"1915","광주광역시 서구 화운로220번길",9
"1916","광주광역시 서구 화운로230번길",2
"1917","광주광역시 서구 화운로23번길",17
"1918","광주광역시 서구 화운로303번길",4
"1919","광주광역시 서구 화운로304번길",17
"1920","광주광역시 서구 화운로314번길",1
"1921","광주광역시 서구 화운로323번길",1
"1922","광주광역시 서구 화운로83번길",4
"1923","광주광역시 서구 화운로99번길",5
"1924","광주광역시 서구 화정로",91
"1925","광주광역시 서구 화정로138번길",13
"1926","광주광역시 서구 화정로150번길",1
"1927","광주광역시 서구 화정로153번길",6
"1928","광주광역시 서구 화정로179번길",11
"1929","광주광역시 서구 화정로180번길",1
"1930","광주광역시 서구 화정로189번길",1
"1931","광주광역시 서구 화정로21번길",1
"1932","광주광역시 서구 화정로243번길",10
"1933","광주광역시 서구 화정로244번길",18
"1934","광주광역시 서구 화정로253번길",8
"1935","광주광역시 서구 화정로254번길",5
"1936","광주광역시 서구 화정로260번길",6
"1937","광주광역시 서구 화정로271번길",2
"1938","광주광역시 서구 화정로276번길",2
"1939","광주광역시 서구 화정로279번길",1
"1940","광주광역시 서구 화정로293번길",2
"1941","광주광역시 서구 화정로294번길",1
"1942","광주광역시 서구 화정로309번길",18
"1943","광주광역시 서구 화정로310번길",2
"1944","광주광역시 서구 화정로78번길",3
"1945","광주광역시 서구 화정로85번길",8
"1946","광주광역시 서구 회산길",2
"1947","광주광역시 서구 회재로",42
"1948","광주광역시 서구 회재유통길",8
